_rank,_name,_score,Back,Background,Body,Glass,Hand,Hat,Legendary,Mouth,Neck,Prop,Shirt
1019,Oppa Bear Evolution Gen.1 #224,282.7763620202102,,Sunshine Blue,Yellow,Rainbow Shade V.2,,Bear Hat Orange,,Playful,Bag Yellow,Gum Yellow,Gap Pink
1020,Oppa Bear Evolution Gen.1 #277,282.77446243633085,Basketball Pink,Purple,Brown,,,Bear Hat Green,,Open Mouth,Scarf Green,Parrot Yellow,Bee Pink
1021,Oppa Bear Evolution Gen.1 #1301,282.64403081079547,Sword Black,Wall Blue,Green,,Hand Soundabout Blue V1,Cowboy Small Green,,Smile,Bag Purple,Gum Yellow,Jacket Green
1022,Oppa Bear Evolution Gen.1 #450,282.60116249138383,Basketball Pink,Blue,Yellow,Normal Blue,,Small Hat Green,,Smirk,,Parrot Red,Rain Coat Green
1023,Oppa Bear Evolution Gen.1 #1764,282.565214695834,Sword Purple,Orange,Yellow,Scuba Blue,,Small Hat Green,,Smile,Scarf Green,Lollipop Blue,Hoodie Purple
1024,Oppa Bear Evolution Gen.1 #1046,282.494987349345,Baseball Golden,Bubble Pink,Sky Blue,,,Bear Hat Green,,Playful,,Honey Purple,Rain Coat Pink
1025,Oppa Bear Evolution Gen.1 #1436,282.31530113311373,Baseball Green,Spiral Orange,Blue,Rainbow Shade V.1,,Mario Yellow,,Angry,Scarf Green,Gum Red,Basketball Shirt Yellow
1026,Oppa Bear Evolution Gen.1 #1148,282.28891858440585,Wing Yellow,Sunshine Pink,Purple,Circle Green,,Snow Purple,,Smile,,Honey Blue,Hawaiian Red
1027,Oppa Bear Evolution Gen.1 #1930,282.08235667124194,Basketball Orange,Futuristic V.3,Brown,Star Pink,,Fashion Hat Blue,,Angry,Bag Purple,Pizza Yellow,Suit Black
1028,Oppa Bear Evolution Gen.1 #222,281.9835175682182,Skateboard Purple,Futuristic V.1,Blue,Circle Green,Hand Spray V3,HipHop Yellow,,Smile,,,Torn Shirt Green
1029,Oppa Bear Evolution Gen.1 #1418,281.95395951568076,Sword Black,Bubble Orange,Sky Blue,,,Cowboy Small Purple,,Playful,,Pizza Yellow,Palm Shirt Red
1030,Oppa Bear Evolution Gen.1 #1263,281.873060113821,Baseball Silver,Theme Yellow,Sky Blue,Rainbow Shade V.3,,Cap Blue,,Open Mouth,,Lollipop Purple,Hood Blue
1031,Oppa Bear Evolution Gen.1 #170,281.80839194986606,,Pink,Sky Blue,Rayban Green,,Bear Hat Orange,,Playful,Bag Yellow,Parrot Yellow,Sweater Yellow
1032,Oppa Bear Evolution Gen.1 #1518,281.72532881785594,Baseball Golden,Bubble Pink,Purple,Scuba Blue,,Yo Hat Pink,,Playful,,Honey Yellow,Hoodie Pink
1033,Oppa Bear Evolution Gen.1 #69,281.70428312693707,,Sunshine Pink,Green,,,Ring Yellow,,Smirk Rainbow,Scarf Yellow,Parrot Yellow,Bib Green
1034,Oppa Bear Evolution Gen.1 #1668,281.6785320032896,Sword Purple,Rainbow Shade V.2,Grey,Star Pink,,Honey Jar Yellow,,Angry,,Rose Purple,Hawaiian Blue
1035,Oppa Bear Evolution Gen.1 #1553,281.60690699647114,Basketball Green,Futuristic V.3,Purple,,Hand Soundabout V3,Smart Hat Purple,,Angry,,,Hoodie Oversize Blue
1036,Oppa Bear Evolution Gen.1 #1578,281.4687213673294,Guitar Yellow,Rainbow Wink Style,Purple,Heart Blue,,Headphone Blue,,Smile,,Lollipop Green,Hawaiian Red
1037,Oppa Bear Evolution Gen.1 #1095,281.46740770527094,Sword Purple,Rainbow Wink Shade,White,Color Lens V.1,,Snow Purple,,Smile,Bag Yellow,Honey Purple,Basketball Shirt Yellow
1038,Oppa Bear Evolution Gen.1 #1503,281.35917568716707,Gun Yellow,Art Shade V.1,Blue,Motorbike Glass Pink,,Fashion Hat Blue,,Playful,Bag Yellow,Honey Blue,Raincoat Red
1039,Oppa Bear Evolution Gen.1 #1260,281.33065040877364,Guitar Blue,Theme Green,Pink,Circle Blue,,Party Hat Blue,,Playful,Bag Blue,Pizza Yellow,Hoodie Oversize Pink
1040,Oppa Bear Evolution Gen.1 #1395,281.29702913443305,Guitar Blue,Theme Green,White,,,HipHop Purple,,Playful,Bag Purple,,King Purple
1041,Oppa Bear Evolution Gen.1 #1745,281.2643031663141,Gun Pink,Green,Grey,,,Bucket Black,,Open Mouth,Headphone Pink,Pizza Yellow,King Yellow
1042,Oppa Bear Evolution Gen.1 #314,281.2164796777638,Basketball Orange,Pink,Blue,,Hand Ice Cream V1,Small Hat Purple,,Playful,Scarf Red,Honey Purple,Bee Pink
1043,Oppa Bear Evolution Gen.1 #1236,281.08700997389644,Basketball Pink,Spiral Purple,Yellow,Rainbow Shade V.1,,Cap Blue,,Open Mouth,,Honey Purple,Future Yellow
1044,Oppa Bear Evolution Gen.1 #530,281.0423064979784,Skateboard Green,Theme Orange,Yellow,Scuba Blue,,Small Hat Yellow,,Smirk,,,Torn Shirt Black
1045,Oppa Bear Evolution Gen.1 #395,280.98431625119173,,Wall Pink,Grey,,Hand Soundabout V3,Headphone Orange,,Angry,,Gum Red,Hoodie Mix Yellow
1046,Oppa Bear Evolution Gen.1 #916,280.96373992818224,Guitar Blue,Circle Purple,Blue,Detective Glass Purple,,Cowboy Big Brown,,Angry,,Gum Blue,Hoodie Purple
1047,Oppa Bear Evolution Gen.1 #1346,280.75815969272094,Gun Yellow,Futuristic V.1,Blue,Heart Red,,Ring Red,,Playful,Scarf Green,Honey Blue,Torn Shirt Green
1048,Oppa Bear Evolution Gen.1 #96,280.7321294567434,Green Sword,Bubble Pink,Sky Blue,Star Blue,Hand Donut V2,,,Smile,Headphone Yellow,Pizza Purple,Palm Shirt Red
1049,Oppa Bear Evolution Gen.1 #528,280.2091837164583,,Art Shade V.2,Grey,Star Blue,,Yo Hat Blue,,Open Mouth,,,Raincoat Purple
1050,Oppa Bear Evolution Gen.1 #454,280.11069729721714,,Sunshine Pink,Grey,Star Yellow,,Honey Jar Yellow,,Open Mouth,Bag Purple,Lollipop Blue,Hoodie Mix Yellow
1051,Oppa Bear Evolution Gen.1 #243,279.85835341676267,Green Sword,Orange,Blue,Rayban Blue,,Cowboy Big Purple,,Angry,Headphone Green,Lollipop Green,Palm Shirt Purple
1052,Oppa Bear Evolution Gen.1 #1528,279.7062881186294,Guitar Yellow,Theme Orange,Grey,,,King Crown Red,,Smile,,Rose Purple,Rain Coat Yellow
1053,Oppa Bear Evolution Gen.1 #49,279.6474839333431,,Green,Purple,Motorbike Glass Green,Hand Spray V2,Fashion Hat Yellow,,Playful,,Pizza Yellow,Torn Shirt Black
1054,Oppa Bear Evolution Gen.1 #1048,279.6205370281486,Basketball Green,Bubble Orange,Grey,,Hand Soundabout Blue V1,Cowboy Big Purple,,Smirk,,Gum Yellow,Basketball Shirt Green
1055,Oppa Bear Evolution Gen.1 #762,279.45449462139686,Guitar Blue,Shade Orange,Brown,,,HipHop Green,,Smile,Headphone Yellow,Lollipop Purple,Bee Yellow
1056,Oppa Bear Evolution Gen.1 #1206,279.42539000556565,Skateboard Purple,Rainbow Wink Style,White,Rainbow Shade V.2,,Ring Red,,Playful,,Lollipop Green,Torn Shirt Green
1057,Oppa Bear Evolution Gen.1 #1714,279.3910348265423,,Bubble Orange,Grey,Detective Glass Green,,Yo Hat Pink,,Smile,,Pizza Purple,Hood Red
1058,Oppa Bear Evolution Gen.1 #1609,279.2331838918839,Basketball Orange,Theme Green,Yellow,Detective Glass Green,,Party Hat Blue,,Playful,Headphone Yellow,,Turtle Neck Blue
1059,Oppa Bear Evolution Gen.1 #573,279.22965362300613,,Pink,Purple,Detective Glass Blue,,Cowboy Small Purple,,Open Mouth,,Gum Yellow,Hoodie Mix Purple
1060,Oppa Bear Evolution Gen.1 #1469,279.20160944266075,Baseball Silver,Art Shade V.2,Blue,,Hand Donut V1,Bear Hat Pink,,Playful,Headphone Pink,Rose Orange,Hoodie Mix Yellow
1061,Oppa Bear Evolution Gen.1 #906,279.173001742358,Gun Pink,Rainbow Shade V2,Green,Rayban Brown,,Party Hat Red,,Playful,Bag Blue,Gum Yellow,Turtle Neck Green
1062,Oppa Bear Evolution Gen.1 #1622,278.9902374656723,Gun Green,Bubble Pink,Grey,,,Cowboy Big Purple,,Smile,,Pizza Purple,Turtle Neck Pink
1063,Oppa Bear Evolution Gen.1 #48,278.98349215509,Baseball Green,Blue,White,Rainbow Shade V.3,Hand Soundabout V2,Bear Hat Orange,,Smirk,,Gum Yellow,Palm Shirt Red
1064,Oppa Bear Evolution Gen.1 #57,278.9297223807261,,Rainbow Shade V.2,Yellow,,,King Crown Blue,,Angry,Headphone Yellow,,Hoodie Purple
1065,Oppa Bear Evolution Gen.1 #1288,278.8979638921341,Guitar Blue,Rainbow Wink Dream,Brown,,Hand Ice Cream V3,HipHop Green,,Smile,,Rose Yellow,Hoodie Oversize Pink
1066,Oppa Bear Evolution Gen.1 #1817,278.8390058081344,,Spiral Purple,Grey,Rayban Brown,Hand Spray V1,Snow Purple,,Open Mouth,,Gum Blue,Jacket Brown
1067,Oppa Bear Evolution Gen.1 #1098,278.788414596557,Baseball Green,Purple,Blue,Scuba Blue,,Small Hat Yellow,,Smirk,,Honey Yellow,Raincoat Orange
1068,Oppa Bear Evolution Gen.1 #1995,278.77584040012374,Skateboard Yellow,Rainbow Shade V2,Brown,Rainbow Shade V.3,Hand Spray V1,,,Playful,,Rose Purple,Palm Shirt Green
1069,Oppa Bear Evolution Gen.1 #1094,278.74156449419877,Gun Yellow,Sunshine Blue,Brown,,Hand Soundabout V3,Halo Pink,,Smirk,,Lollipop Purple,Hoodie Mix Yellow
1070,Oppa Bear Evolution Gen.1 #1211,278.73213503097867,Basketball Green,Fraction Green,Pink,,,Cowboy Small Green,,Smirk,,Honey Purple,Raincoat Orange
1071,Oppa Bear Evolution Gen.1 #700,278.7316019697601,Basketball Green,Circle Red,Green,,,King Crown Purple,,Smirk,Headphone Red,,Bib Black
1072,Oppa Bear Evolution Gen.1 #1912,278.6404348946209,Basketball Orange,Art Shade V.3,Pink,,,Headphone Orange,,Smile,Scarf Green,Lollipop Purple,Hoodie Mix Purple
1073,Oppa Bear Evolution Gen.1 #174,278.6227616661418,Guitar Blue,Rainbow Shade V3,Purple,,,Bucket Purple,,Playful,Headphone Pink,Lollipop Green,King Red
1074,Oppa Bear Evolution Gen.1 #837,278.5370515861791,Gun Yellow,Shade Orange,Green,,Hand Soundabout V2,HipHop Yellow,,Angry,,,Turtle Neck Pink
1075,Oppa Bear Evolution Gen.1 #580,278.5101803680966,Basketball Green,Rainbow Wall Light,Green,Circle Blue,,Cowboy Big Purple,,Playful,Bag Yellow,Lollipop Green,Raincoat Red
1076,Oppa Bear Evolution Gen.1 #1904,278.5026110229681,,Rainbow Shade V.2,Green,Circle Green,Hand Spray V2,,,Smile,Scarf Yellow,Honey Yellow,Bib Purple
1077,Oppa Bear Evolution Gen.1 #1697,278.49126579626994,Guitar Blue,Bubble Pink,Grey,,,Hiphop Black,,Playful,Bag Yellow,Lollipop Green,Palm Shirt Red
1078,Oppa Bear Evolution Gen.1 #1621,278.4216526234452,Baseball Silver,Rainbow Shade V2,White,Rainbow Shade V.1,Hand Spray V1,,,Smirk,Bag Yellow,Pizza Yellow,Rain Coat Pink
1079,Oppa Bear Evolution Gen.1 #1491,278.3573620760443,Basketball Pink,Rainbow Wall Dark,Grey,Rayban Blue,,Honey Jar Purple,,Playful,Bag Blue,Rose Orange,Basketball Shirt Green
1080,Oppa Bear Evolution Gen.1 #1984,278.3197573087174,,Spiral Purple,Grey,Heart Red,Hand Soundabout Blue V1,Snow Blue,,Playful,,Gum Blue,Raincoat Red
1081,Oppa Bear Evolution Gen.1 #1196,278.23970437607693,Skateboard Yellow,Shade Blue,Green,,Hand Spray V1,HipHop Green,,Smile,Scarf Red,,Hoodie Purple
1082,Oppa Bear Evolution Gen.1 #272,278.19166198096855,Skateboard Purple,Rainbow Wink Dream,Grey,Scuba Red,,Ring Purple,,Playful,Scarf Green,,Hood Blue
1083,Oppa Bear Evolution Gen.1 #1935,278.1053890632132,Guitar Blue,Fraction Pink,White,Scuba Red,,Cowboy Big Brown,,Angry,Bag Purple,Rose Purple,Hood Blue
1084,Oppa Bear Evolution Gen.1 #488,277.91584958259074,Sword Purple,Art Shade V.2,Pink,Circle Green,,Bucket Green,,Open Mouth,,Rose Orange,Hawaiian Blue
1085,Oppa Bear Evolution Gen.1 #1570,277.8310798624971,Skateboard Yellow,Bubble Orange,Brown,Heart Red,,Party Hat Red,,Open Mouth,,Rose Purple,Sweater Red
1086,Oppa Bear Evolution Gen.1 #803,277.76334273330735,Skateboard Purple,Sunshine Pink,Sky Blue,,,King Crown Purple,,Open Mouth,Bag Purple,Rose Purple,Hoodie Blue
1087,Oppa Bear Evolution Gen.1 #1461,277.6703593463856,Basketball Pink,Rainbow Wink Style,Purple,Color Lens V.2,,HipHop Green,,Angry,Bag Purple,,Palm Shirt Red
1088,Oppa Bear Evolution Gen.1 #286,277.52432173661833,Guitar Blue,Rainbow Wall Light,Pink,Normal Green,,Small Hat Green,,Angry Rainbow,Headphone Yellow,,Sweater Red
1089,Oppa Bear Evolution Gen.1 #353,277.4464532176026,Basketball Green,Red,Blue,,Hand Ice Cream V1,Cowboy Big Purple,,Playful,Scarf Green,Lollipop Blue,Rain Coat Green
1090,Oppa Bear Evolution Gen.1 #1362,277.2664621355548,Baseball Silver,Lens Blue,Grey,,,Smart Hat Black,,Angry,Headphone Yellow,Rose Orange,Basketball Shirt Yellow
1091,Oppa Bear Evolution Gen.1 #1771,277.1197342335305,Baseball Golden,Sunshine Blue,Brown,Heart Blue,,Cap Blue,,Playful,,Gum Blue,Basketball Shirt Green
1092,Oppa Bear Evolution Gen.1 #88,276.95246770400195,Skateboard Green,Theme Orange,White,Matrix Black,,,,Playful,,Rose Yellow,Turtle Neck Green
1093,Oppa Bear Evolution Gen.1 #212,276.9297705439662,Skateboard Yellow,Spiral Purple,Green,Rayban Blue,,Party Hat Red,,Smile,Scarf Red,Gum Yellow,Sweater Yellow
1094,Oppa Bear Evolution Gen.1 #808,276.7087124225261,Guitar Yellow,Spiral Blue,Pink,,,Hiphop Pink,,Smirk,Bag Yellow,,Bib Green
1095,Oppa Bear Evolution Gen.1 #818,276.6469038208169,Baseball Green,Shade Blue,Green,,,Ring Red,,Playful,Headphone Red,Parrot Red,Suit Black
1096,Oppa Bear Evolution Gen.1 #714,276.589663328312,Skateboard Purple,Art Shade V.3,Blue,Star Blue,,Headphone Pink,,Open Mouth,Bag Blue,Rose Purple,Hawaiian Blue
1097,Oppa Bear Evolution Gen.1 #1888,276.5464605476537,,Green,Pink,Detective Glass Blue,Hand Spray V3,Baseball White,,Smile,,Rose Yellow,Suit Black
1098,Oppa Bear Evolution Gen.1 #171,276.50551336313316,Basketball Green,Rainbow Shade V2,Blue,Detective Glass Blue,,Bear Hat Orange,,Smile,Headphone Red,Lollipop Green,Hawaiian Red
1099,Oppa Bear Evolution Gen.1 #1213,276.38113554315225,,Spiral Orange,Sky Blue,Scuba Red,,Cowboy Big Purple,,Playful,Headphone Pink,Gum Yellow,Palm Shirt Green
1100,Oppa Bear Evolution Gen.1 #1972,276.29641863999836,Wing Red,Futuristic V.3,Blue,,,Fashion Hat Blue,,Smirk,Bag Blue,Pizza Yellow,Suit Blue
1101,Oppa Bear Evolution Gen.1 #1010,276.1327812983294,Baseball Silver,Art Shade V.1,Blue,,Hand Ice Cream V2,Headphone Orange,,Smirk Rainbow,,,Bee Green
1102,Oppa Bear Evolution Gen.1 #1242,276.0729980983567,Guitar Yellow,Wall Blue,Yellow,Rayban Brown,,Mario Blue,,Smile,Bag Blue,Honey Blue,Gap Pink
1103,Oppa Bear Evolution Gen.1 #1152,275.9144831738008,Basketball Green,Rainbow Wink Dream,White,,,Halo Yellow,,Open Mouth,Headphone Pink,Rose Yellow,Raincoat Red
1104,Oppa Bear Evolution Gen.1 #302,275.8436790617683,Baseball Golden,Spiral Orange,White,Rayban Brown,,Snow Purple,,Smile,,Honey Blue,Turtle Neck Blue
1105,Oppa Bear Evolution Gen.1 #1733,275.81017218968344,,Theme Purple,Sky Blue,Motorbike Glass Green,Hand Soundabout V2,Bucket Purple,,Open Mouth,Headphone Yellow,Pizza Purple,Hoodie Mix Yellow
1106,Oppa Bear Evolution Gen.1 #1505,275.61084616631075,,Lens Blue,Grey,Rainbow Shade V.1,,Halo Yellow,,Angry,,Pizza Yellow,Raincoat Orange
1107,Oppa Bear Evolution Gen.1 #1891,275.5959416055725,Baseball Green,Theme Green,Grey,Normal Yellow,,Snow Blue,,Smirk,Scarf Yellow,Rose Orange,Hawaiian Red
1108,Oppa Bear Evolution Gen.1 #471,275.3641341531092,Green Sword,Art Shade V.2,Yellow,,Hand Ice Cream V3,Smart Hat Blue,,Angry,,Gum Red,Raincoat Red
1109,Oppa Bear Evolution Gen.1 #806,275.3471116141124,,Shade Purple,Sky Blue,,Hand Soundabout Blue V1,Fashion Hat Yellow,,Playful,Headphone Green,Honey Purple,Palm Shirt Green
1110,Oppa Bear Evolution Gen.1 #1142,275.0460961643855,Guitar Pink,Bubble Pink,Brown,Motor Bike Glass Orange,,Party Hat Blue,,Smile,,Rose Purple,Hawaiian Red
1111,Oppa Bear Evolution Gen.1 #1657,274.9929515346258,,Lens Pink,Blue,Scuba Red,,Baseball Green,,Smirk Rainbow,,Parrot Red,Hawaiian Blue
1112,Oppa Bear Evolution Gen.1 #1510,274.8483146408586,Baseball Golden,Blue,Sky Blue,Rayban Brown,,Halo Pink,,Smirk Rainbow,,Parrot Yellow,Hoodie Purple
1113,Oppa Bear Evolution Gen.1 #897,274.80781479586153,Basketball Pink,Wall Blue,Purple,,,Hiphop Pink,,Angry,Scarf Yellow,Gum Red,Torn Shirt Black
1114,Oppa Bear Evolution Gen.1 #657,274.6195706888326,Baseball Green,Fraction Pink,Green,Rainbow Shade V.3,,Mario Blue,,Playful,Headphone Yellow,,Hoodie Pink
1115,Oppa Bear Evolution Gen.1 #1018,274.54951547752927,Guitar Yellow,Wave Bright,Blue,Star Pink,,Mario Blue,,Open Mouth,Scarf Red,,Hawaiian Yellow
1116,Oppa Bear Evolution Gen.1 #1992,274.44699764428196,Basketball Green,Red,Sky Blue,Normal Yellow,,HipHop Yellow,,Smirk,Scarf Green,Gum Yellow,Palm Shirt Purple
1117,Oppa Bear Evolution Gen.1 #1001,274.3034578726353,Skateboard Green,Green,White,Detective Glass Blue,,Ring Purple,,Open Mouth,,Honey Purple,Sweater Yellow
1118,Oppa Bear Evolution Gen.1 #1076,274.3026762269756,Gun Yellow,Rainbow Wink Dream,Sky Blue,Color Lens V.2,Hand Ice Cream V2,,,Open Mouth,Headphone Yellow,Lollipop Blue,Bee Green
1119,Oppa Bear Evolution Gen.1 #532,274.2193531419681,Baseball Golden,Art Shade V.2,White,,Hand Ice Cream V1,HipHop Yellow,,Open Mouth,Scarf Green,Pizza Yellow,Hoodie Mix Purple
1120,Oppa Bear Evolution Gen.1 #1352,274.10309848479517,Skateboard Green,Wall Pink,Blue,,Hand Soundabout Blue V1,Cowboy Small Green,,Angry,,Pizza Yellow,Hawaiian Yellow
1121,Oppa Bear Evolution Gen.1 #1121,273.9186390303456,Gun Pink,Purple,Grey,Rayban Green,,Mario Yellow,,Smirk,,Gum Yellow,Sweater Red
1122,Oppa Bear Evolution Gen.1 #494,273.8960030027742,Skateboard Yellow,Bubble Pink,White,Star Pink,,Snow Purple,,Angry,Headphone Green,Rose Purple,Hoodie Pink
1123,Oppa Bear Evolution Gen.1 #606,273.8783661753317,Basketball Green,Shade Orange,Yellow,,,Cowboy Big Purple,,Playful,Headphone Pink,Gum Red,Gap Yellow
1124,Oppa Bear Evolution Gen.1 #896,273.7810243584968,,Bubble Pink,Purple,Normal Green,,Baseball Green,,Open Mouth,Headphone Green,Gum Red,Basketball Shirt Red
1125,Oppa Bear Evolution Gen.1 #3,273.7124434160356,Baseball Silver,Wall Pink,Green,,,Hiphop White,,Smile,,Pizza Yellow,Hood Blue
1126,Oppa Bear Evolution Gen.1 #1751,273.6142174457069,Guitar Pink,Rainbow Wall Light,Brown,,,Hiphop White,,Smile,Bag Yellow,Rose Orange,Bib Green
1127,Oppa Bear Evolution Gen.1 #741,273.5623256492645,Basketball Green,Fraction Yellow,Blue,,,Cap Red,,Playful,Bag Purple,,Bib Green
1128,Oppa Bear Evolution Gen.1 #890,273.4479878822142,Sword Purple,Spiral Purple,Green,,,Small Hat Purple,,Open Mouth,,Lollipop Blue,Turtle Neck Pink
1129,Oppa Bear Evolution Gen.1 #1742,273.41295136710636,Baseball Golden,Sunshine Yellow,Purple,,,Bear Hat Orange,,Smile,,,King Purple
1130,Oppa Bear Evolution Gen.1 #583,273.34631296283067,,Sunshine Yellow,White,Rainbow Shade V.1,,Cowboy Big Brown,,Open Mouth,Headphone Pink,Pizza Blue,Gap Purple
1131,Oppa Bear Evolution Gen.1 #1456,273.34144368324905,Gun Pink,Theme Purple,Purple,Rayban Brown,,HipHop Purple,,Playful,Headphone Pink,Gum Blue,Palm Shirt Purple
1132,Oppa Bear Evolution Gen.1 #1655,273.3010410773699,Green Sword,Shade Orange,Green,Normal Yellow,,Party Hat Red,,Angry Rainbow,Scarf Yellow,,Hawaiian Blue
1133,Oppa Bear Evolution Gen.1 #1167,273.23190690879085,Baseball Golden,Rainbow Wall Light,Green,Color Lens V.3,,Cap Blue,,Playful,Scarf Red,Honey Purple,Rain Coat Yellow
1134,Oppa Bear Evolution Gen.1 #1490,273.1020703333495,,Circle Purple,White,,,Honey Jar Green,,Playful,Scarf Green,,Hood Red
1135,Oppa Bear Evolution Gen.1 #1209,272.8257773187813,Gun Yellow,Lens Blue,Sky Blue,,Hand Spray V3,Mario Blue,,Smile,,Lollipop Blue,Hoodie Blue
1136,Oppa Bear Evolution Gen.1 #835,272.807600475406,Basketball Green,Art Shade V.1,Purple,,,Hiphop Black,,Smirk,,Rose Yellow,Raincoat Orange
1137,Oppa Bear Evolution Gen.1 #527,272.7656185833324,Sword Purple,Shade Purple,Grey,Normal Yellow,,Cap Blue,,Angry,Scarf Green,Honey Purple,Sweater Red
1138,Oppa Bear Evolution Gen.1 #1192,272.70705034865273,Baseball Golden,Shade Blue,White,,,Ring Purple,,Smile,Headphone Green,Gum Red,Basketball Shirt Green
1139,Oppa Bear Evolution Gen.1 #1297,272.6869073765759,,Fraction Yellow,Blue,Normal Yellow,,Baseball Green,,Playful,Scarf Red,Rose Yellow,Raincoat Purple
1140,Oppa Bear Evolution Gen.1 #1513,272.62054687147787,Baseball Silver,Rainbow Wall Shade,Brown,Color Lens V.1,,,,Open Mouth,,Pizza Blue,Hawaiian Yellow
1141,Oppa Bear Evolution Gen.1 #1810,272.61767210809967,Gun Yellow,Blue,White,,,Yo Hat Pink,,Angry,Scarf Green,Gum Red,Suit Purple
1142,Oppa Bear Evolution Gen.1 #1979,272.61330645168465,,Wall Blue,Yellow,,,Cowboy Big Brown,,Angry,Headphone Red,Parrot Purple,Turtle Neck Blue
1143,Oppa Bear Evolution Gen.1 #506,272.55122546574205,Skateboard Green,Circle Purple,Grey,,,Hiphop Pink,,Playful,Bag Blue,Gum Red,Sweater Blue
1144,Oppa Bear Evolution Gen.1 #911,272.45823066491926,Sword Purple,Rainbow Wall Light,Sky Blue,Scuba Blue,Hand Donut V3,Small Hat Green,,Smirk,,,Hoodie Oversize Pink
1145,Oppa Bear Evolution Gen.1 #1000,272.3558098502442,Skateboard Green,Rainbow Wink Dream,Green,Rainbow Shade V.1,,HipHop Green,,Smirk Rainbow,,Gum Blue,Gap Pink
1146,Oppa Bear Evolution Gen.1 #1330,272.22043996898566,Sword Black,Lens Blue,Green,Motor Bike Glass Orange,,Baseball Green,,Open Mouth,,Rose Yellow,Hoodie Mix Yellow
1147,Oppa Bear Evolution Gen.1 #26,272.14191061140997,Gun Yellow,Rainbow Shade V.1,Purple,Motorbike Glass Green,,Snow Blue,,Open Mouth,,Pizza Purple,Hawaiian Blue
1148,Oppa Bear Evolution Gen.1 #497,272.06956958685356,Baseball Green,Theme Green,Blue,,Hand Soundabout V2,Cap Blue,,Smirk Rainbow,Scarf Green,Parrot Yellow,Bee Pink
1149,Oppa Bear Evolution Gen.1 #1971,272.02325866959285,Baseball Green,Rainbow Shade V1,Purple,Motor Bike Glass Orange,,Baseball White,,Smile,Headphone Green,Rose Orange,Hawaiian Blue
1150,Oppa Bear Evolution Gen.1 #1292,271.96907317916293,Basketball Green,Art Shade V.2,Green,Motorbike Glass Green,,Fashion Hat Yellow,,Playful,,Rose Yellow,Raincoat Purple
1151,Oppa Bear Evolution Gen.1 #1424,271.93930069403075,Guitar Pink,Pink,Yellow,Scuba Yellow,,Fashion Hat Yellow,,Angry,,Rose Orange,Torn Shirt Black
1152,Oppa Bear Evolution Gen.1 #91,271.7140429840333,Baseball Golden,Theme Yellow,Grey,,,Cowboy Big Brown,,Angry,Headphone Yellow,Honey Blue,Basketball Shirt Yellow
1153,Oppa Bear Evolution Gen.1 #1487,271.3706167851851,,Fraction Pink,Purple,,,,,Smirk,Bag Purple,Parrot Purple,Hoodie Oversize Green
1154,Oppa Bear Evolution Gen.1 #414,271.35438707883765,Basketball Green,Theme Green,Blue,,Hand Ice Cream V1,Halo Pink,,Open Mouth,Bag Yellow,Honey Yellow,Bee Green
1155,Oppa Bear Evolution Gen.1 #1976,271.28747056079305,Guitar Pink,Blue,Blue,,,Hiphop White,,Open Mouth,Scarf Red,Lollipop Blue,Sweater Red
1156,Oppa Bear Evolution Gen.1 #1050,271.1846706461658,Baseball Golden,Fraction Green,Brown,,,Headphone Pink,,Open Mouth,Headphone Pink,,Hoodie Mix Yellow
1157,Oppa Bear Evolution Gen.1 #1256,271.15476931964935,Skateboard Yellow,Shade Purple,Grey,Scuba Blue,,Headphone Blue,,Smirk,,Gum Yellow,Jacket Brown
1158,Oppa Bear Evolution Gen.1 #462,271.1418491159212,Basketball Orange,Theme Purple,Pink,,,Honey Jar Green,,Smirk,,Lollipop Blue,Turtle Neck Blue
