_rank,_name,_score,Back,Background,Body,Ear,Eye,Glasses,Head,Left Chest,Mouth,Necklace,Outfit,Props,Right Chest,Shoulder
2457,Oppa Bear Evolution Gen.2 #469,887.0943477326456,SignBlue,DropYellow,Yellow,CherryPink,EyesGreen,LoopPurple,,RazorGunBlue,NormalPurple,ChainBlue,HoodiePink,,MilitaryPurple,OppaYellow
2461,Oppa Bear Evolution Gen.2 #690,885.2865186434591,BackpackYellow,ThunderPink,Pink,StarRingOrange,EyesRed,BurnBlue,RainbowRed,RazorGunBlue,SurprisedPurple,,SportsWearGreen,,StarGreen,FoxBlue
2465,Oppa Bear Evolution Gen.2 #711,883.7002096436058,QuestionGreen,DropYellow,Pink,TurtleLightGreen,EyesPink,,RainbowRed,CaptainRed,NormalPurple,,DressYellow,RazorBeardGreen,GameoverBlue,
2469,Oppa Bear Evolution Gen.2 #140,881.5471988031437,BacktroopBlue,ShadeGreen,Yellow,AirHeadYellow,EyesGreen,SquareGreen,SantaRed,MoonGreen,Upset,,RobotRed,SnotBlue,,ShieldRed
2473,Oppa Bear Evolution Gen.2 #862,880.5345445109978,BackpackRed,LineRed,White,AirHeadRed,EyesPink,AngryBlue,MarioCapRed,BearYellow,NormalPurple,TieGreen,RainbowSuit,,,CoolConeGreen
2477,Oppa Bear Evolution Gen.2 #108,876.9358628792592,MusicBlue,BoomRed,Pink,RingYellow,EyesPink,SmartYellow,,OPOrange,ExcitedPink,TiePurple,SuitPurple V2,,SunflowerRed,VenomPurple
2481,Oppa Bear Evolution Gen.2 #169,876.5073885067208,BulbPurple,FuturisticRed,Grey,HornPurple,EyesRed,XO,,IceCreamGreen,Upset,TiePurple,UniformDressPink,MiniHeartGreen,HeadBonePink,CoolConeYellow
2485,Oppa Bear Evolution Gen.2 #497,876.2507354030869,CannonOrange,ToneBlue,Yellow,HornBlue,EyesPink,,HairYellow,BombYellow,HappyGreen,DiamondBlue,UniformDressPink,,,StarGreen
2489,Oppa Bear Evolution Gen.2 #586,875.2148517807475,BalloonPink,CirclePurple,Grey,PlasterGreen,EyesRed,ScubaGreen,HiphopRed,RazorGunOrange,SurprisedPurple,,UniformBlue,,CryHeartPink,LipPink
2493,Oppa Bear Evolution Gen.2 #496,874.6998794558244,BagBlue,ToneBlue,Yellow,KeyOrange,EyesGreen,SquareBlue,CapPink,SprayOrange,Upset,ShawlRed,AstronautGreen,RazorBeardPurple,StarRed,SprayRed
2496,Oppa Bear Evolution Gen.2 #541,873.9284091421005,SignYellow,LineBlue,Green,,EyesGreen,EyePatch,,ConeMix,Upset,,WearGreen,Cross,MicPurple,
2500,Oppa Bear Evolution Gen.2 #960,873.2982433724516,,HeartPurple,White,,EyesRed,RadarYellow,BurnOrange,BirdBlue,SurprisedPurple,TuxedoPink,PirateKingRed,JellyGreen,BroochRed,WingOrange
2504,Oppa Bear Evolution Gen.2 #769,873.1029100569974,BagPink,ThunderRed,Brown,EarringsBlue,EyesGreen,WingPurple,HairYellow V2,TopRed,SurprisedPurple,,ScotPink,,CryHeartBlue,BalloonPink
2508,Oppa Bear Evolution Gen.2 #128,871.687098506852,BacktroopRed,CirclePurple,Blue,JapanTagBlue,EyesGreen,,DinosaurBlue,SoulOrange,ExcitedPink,,ScottGreen,StarBlue,MicYellow,MilkYellow
2512,Oppa Bear Evolution Gen.2 #959,871.4818298755457,,LineRed,Sky Blue,CherryPink,EyesGreen,SparklingYellow,SantaRed,NinjaBlue,HappyPurple,BagBlue,ScottGreen,StarYellow V2,HappyPurpleCat,
2516,Oppa Bear Evolution Gen.2 #888,870.5015459725904,SkateboardPurple,SmokeRed,Green,StarRingPurple,EyesGreen,CoolBlue,BagRed,SprayGreen,HappyBrown,,WearPurple,,BroochBlue,FaceOrange
2520,Oppa Bear Evolution Gen.2 #475,867.9344068903782,SkateboardBlue,StarPurple,Purple,HornPurple,EyesPink,,HeadBandPink,CanBlue,NormalBlue,SoulChainYellow,WinterWearGreen,ScarRed,,FaceOrange
2524,Oppa Bear Evolution Gen.2 #318,866.115956978708,RabbitOrange,AbstractRed,Yellow,RingPink V2,EyesPink,RazorGreen,,SprayOrange,NormalBlue,DoraemonRed,ScottBlue,Whiskers,BananaPurple,
2528,Oppa Bear Evolution Gen.2 #515,864.5654681615125,RadioYellow,ThunderPink,Green,HornBlue,EyesGreen,HeartPink,HiphopPink,CanGreen,SurprisedPurple,BagRed,UniformDressOrange,,,
2532,Oppa Bear Evolution Gen.2 #837,864.2445291804171,CameraGreen,ShadePink,Brown,BroochYellow,EyesRed,SparklingBlue,BagYellow,MoonGreen,HappyPurple,HeartYellow,UniformBrown,,,RabbitPink
2536,Oppa Bear Evolution Gen.2 #764,863.7968326440857,,StarLightGreen,Grey,EarPhoneRed,EyesGreen,ScubaGreen,FuturisticCap,IceCreamPurple,ExcitedBlack,HeartYellow,DressYellow,,StarRed,
2539,Oppa Bear Evolution Gen.2 #833,862.9417754961224,BackpackYellow,FuturisticPurple,Brown,RingBlue V2,EyesGreen,Tired,,MoonGreen,HappyGreen,TieGreen,SuitBlue,,HeadBoneBlue,FaceOrange
2543,Oppa Bear Evolution Gen.2 #602,862.8867094183408,,BoomBlue,Pink,,EyesPink,ScubaPurple,PolicePurple,BombRed,ExcitedBlack,DoubleChainGreen,SteamPunkRed,PlasterPink,TagPink,ShieldTagPurple
2547,Oppa Bear Evolution Gen.2 #898,859.951349826593,CannonOrange,ThunderBlue,Grey,EarPhoneBlue,EyesPink,Tired,HairPurple V2,BearPink,SurprisedGreen,SoulChainGreen,UniformBlue,StitchesDown,BearPurple,
2551,Oppa Bear Evolution Gen.2 #937,859.6876630504141,SunflowerOrange,DropGreen,Pink,HornRed,EyesPink,OPPurple,,ButterflyPink,NormalBlue,,SpaceShiftGreen,SnotGreen,BoneRed,TickYellow
2555,Oppa Bear Evolution Gen.2 #784,859.6095497214272,BacktroopBlue,ShadeRed,Green,RingsPurple,EyesRed,,StylishHairGreen,CanGreen,HappyGreen,,MarioRed,Shy,BroochBlue,ButtonPink
2559,Oppa Bear Evolution Gen.2 #680,859.0695236079198,CupBrown,TonePink,Purple,RingBlue V2,EyesRed,,BoaterYellow,HeartPink,ExcitedBlack,,SpaceShiftPurple,,,FrogGreen
2563,Oppa Bear Evolution Gen.2 #152,858.8270178636343,ThunderPink,CirclePurple,Blue,KeyYellow,EyesPink,ScubaRed,PolicePink,IceCreamGreen,ExcitedPink,BagBlue,SpaceShiftRed,,Pocket,
2567,Oppa Bear Evolution Gen.2 #458,858.7075627734586,BagYellow,BurnBlue,Yellow,HornBlue,EyesRed,AngryBlue,BurnOrange,RadiantPink,HappyGreen,,AstronautBluishGreen,,RoundRed,ButtonPink
2571,Oppa Bear Evolution Gen.2 #963,857.1157326448407,PizzaRed,HeartBlue,Purple,BowYellow,EyesRed,EyePatch,HelicopterBlue,GhostYellow,HappyPurple,SoulChainGreen,UniformDressPink,,,FireOrange
2575,Oppa Bear Evolution Gen.2 #775,856.644328667971,BagYellow,HeartYellow,Green,SmokeLightGreen,EyesRed,Matrix,RingOrange,RadiantBlue,HappyGreen,DiamondBlue,SportsWearGreen,JellyGreen,,FlowerRed
2578,Oppa Bear Evolution Gen.2 #936,856.5188006711521,,CircleGreen,Yellow,CherryRed,EyesPink,,HairPurple V2,IceCreamGreen,HappyGreen,DoraemonRed,HoodiePink,,MilitaryPurple,StarBlue
2582,Oppa Bear Evolution Gen.2 #344,855.9509236828642,RingOrange,AbstractRed,Yellow,SmokeBlue,EyesRed,BurnBlue,HairGreen,ConeTone,HappyBrown,,AstronautPurple,,,
2586,Oppa Bear Evolution Gen.2 #728,855.7339829906682,BacktroopBlue,TonePurple,Grey,DoubleRingYellow,EyesRed,,,ButterflyBlue,HappyBrown,ShawlBrown,WinterWearPurple,MoonPurple,DevilYellow,
2590,Oppa Bear Evolution Gen.2 #516,854.9285144457647,BombPurple,FuturisticRed,Yellow,RingPurple,EyesPink,Round,BagRed,LipBlue,NormalPurple,ShawlRed,SteamPunkPurple,SweatBlue,,
2594,Oppa Bear Evolution Gen.2 #887,854.6575071320946,SunflowerOrange,TonePink,Yellow,IronMaskGreen,EyesRed,RadarYellow,BandRed,CanGreen,Upset,,UniformDressPink,SnotBlue,Button,SmileYellow V2
2598,Oppa Bear Evolution Gen.2 #482,854.2568657934822,PizzaBlue,ToneBlue,Blue,,EyesPink,,,BombPurple,RainbowUpset,SoulChainGreen,JacketYellow,SweatBlue,,ShieldPurple
2602,Oppa Bear Evolution Gen.2 #517,854.0340746723724,ThunderYellow,CircleGreen,Pink,,EyesGreen,Tired,RingBlue,BearBlue,ExcitedBlack,,UniformDressPurple,PlasterPink,TagPurple,ShieldTagYellow
2606,Oppa Bear Evolution Gen.2 #143,853.6535511471141,ParrotPink,PunkYellow,White,HeartRed,EyesRed,SquareBlue,,MoonPurple,NormalBlue,SoulChainBlue,JacketGrey,JellyPink,SakuraBlue,
2610,Oppa Bear Evolution Gen.2 #577,851.5419204920813,,SmokeGreen,Purple,,EyesRed,BeamYellow,RainbowPurple,ButterflyGreen,ExcitedPink,TuxedoPink,PirateKingBlue,,CryHeartBlue,AliveGreen
2614,Oppa Bear Evolution Gen.2 #404,850.4995356601995,SkateboardBlue,AbstractPink,White,,EyesPink,RainbowPurple,RingGreen,TopRed,ExcitedPink,RibbonRed,TuxedoGreen,,SunflowerRed,Bomberman
2618,Oppa Bear Evolution Gen.2 #969,850.4339581142781,WordOrange,AbstractBlue,Brown,CherryRed,EyesRed,SmartPink,RingOrange,SoulPink,NormalBlue,SoulChainGreen,HoodieBlue,CatFootPink,,
2621,Oppa Bear Evolution Gen.2 #853,848.0223743370614,CannonOrange,BoomRed,Green,DoubleRingYellow,EyesRed,YellowPurple V2,,BearBlue,SurprisedPurple,DiamondBlue,JacketYellow,Whiskers,,SprayBlue
2625,Oppa Bear Evolution Gen.2 #565,847.7022453466889,,HeartPurple,Grey,HeadPhonePurple,EyesGreen,AngryPurple,,CanGreen,HappyGreen,,JacketGrey,Whiskers,,CoolConeGreen
2629,Oppa Bear Evolution Gen.2 #95,847.4884675017653,CupPink,SmokeGreen,Yellow,PlasterYellow V2,EyesGreen,WingRed,,CloudBlue,HappyBrown,Bitcoin,JacketYellow,SweatBlue,MonsterEyePink,
2633,Oppa Bear Evolution Gen.2 #630,847.2009106708313,CupGreen,StarRed,Grey,EarsPurple,EyesRed,RedBlue V2,,OPPurple,SurprisedPurple,HeartPurple,AstronautPurple,PlasterPink,HeadBonePink,ShieldTagYellow
2637,Oppa Bear Evolution Gen.2 #392,846.5571148473973,BrokenWingPink,CirclePurple,Grey,EarsBlue,EyesPink,SparklingBlue,TopRed,NinjaGreen,RainbowUpset,,HoodieYellow,,,BalloonPink
2641,Oppa Bear Evolution Gen.2 #370,846.1974150985578,,ThunderPink,Green,JapanTagRed,EyesPink,Round,CapCute Pink,PooBlue,Scary,,JacketGrey,MoustachePurple,BroochBlue,AvengersYellow
2645,Oppa Bear Evolution Gen.2 #720,845.393030711427,SickleBlue,BurnPink,Sky Blue,,EyesPink,SmartPink,RingOrange,RadiantBlue,HappyBrown,,AstronautBluishGreen,StarYellow,BearYellow,
2649,Oppa Bear Evolution Gen.2 #756,844.9956889458498,,GrainPurple,Blue,,EyesRed,,King,BearYellow,SurprisedPurple,SoulChainYellow,SuitPink,WhiskerRed,BroochBlue,FireOrange
2653,Oppa Bear Evolution Gen.2 #805,842.3455612957221,,BurnPink,Purple,JapanTagRed,EyesRed,CoolYellow,,RazorGunOrange,ExcitedBlack,Bitcoin,WinterWearYellow,,BananaGreen,AvengersPink
2657,Oppa Bear Evolution Gen.2 #782,840.4252725501245,DollarOrange,StarRed,Blue,,EyesPink,Tired,HeadBandBlue,MarsPurple,Lovely,Bitcoin,SpaceShiftPurple,,HappyBluish GreenCat,
2660,Oppa Bear Evolution Gen.2 #692,840.219429654918,BombBlue,LineRed,Grey,,EyesGreen,,BoaterGreen,IceCreamGreen,Scary,,RobotBlue,WhiskerRed,SakuraYellow,BearGreen
2664,Oppa Bear Evolution Gen.2 #965,840.1019235135401,RingGreen,GrainPurple,Purple,PaintGreen,EyesPink,LoopPurple,ClayRed,TagBlack,HappyBrown,,AstronautPurple,,BearGreen,
2668,Oppa Bear Evolution Gen.2 #780,839.6831777019675,BalloonPink,CircleYellow,Green,TurtleGreen,EyesPink,OPPink,,PooGreen,Upset,,SuitPink,Cross,BroochRed,FireGreen
2672,Oppa Bear Evolution Gen.2 #77,837.4607672013541,SicklePink,StarLightYellow,Grey,BroochYellow,EyesPink,,ClayYellow,MushroomYellow,SurprisedPurple,Bitcoin,UniformBrown,WhiskerGreen,,
2676,Oppa Bear Evolution Gen.2 #593,836.3464290191171,BagBlue,FuturisticPurple,White,HeartPurple,EyesPink,ScubaRed,PunkPink,NinjaBlue,HappyGreen,TuxedoPink,SuitRed V2,SnotGreen,,
2680,Oppa Bear Evolution Gen.2 #706,832.8644548185422,TagPink,PunkRed,Yellow,,EyesGreen,SmartBlue,,Button,NormalPurple,,HoodieBlue,,,TickRed
2684,Oppa Bear Evolution Gen.2 #796,832.2657072944161,RabbitBlue,ThunderPink,Purple,HornRed,EyesGreen,LoopPurple,,MushroomYellow,HappyGreen,DoraemonRed,SportsWearGreen,Shy,,FlowerYellow
2688,Oppa Bear Evolution Gen.2 #409,832.1343580777544,ParrotOrange,BurnOrange,Brown,BroochPurple,EyesPink,RadarBlue,,SprayPurple,Lovely,,WinterWearYellow,,,SmileBlue
2692,Oppa Bear Evolution Gen.2 #244,831.1481006856793,BombYellow,DropPurple,Green,PlasterYellow,EyesRed,,Farmer,SprayPurple,SurprisedGreen,,PirateKingRed,,HeadBonePink,SmileYellow
2696,Oppa Bear Evolution Gen.2 #866,830.3904648764376,TagYellow,CircleGreen,White,,EyesRed,,HelicopterBlue,BearPink,NormalGreen,RainBow,JacketPink,,24TagGreen,StarBlue
2700,Oppa Bear Evolution Gen.2 #546,828.3461514844493,RabbitBlue,StarGreen,Pink,BoneRing,EyesGreen,CoolYellow,,SprayOrange,RainbowUpset,,UniformBrown,,BearBlue,
2703,Oppa Bear Evolution Gen.2 #851,827.7885950058401,SunflowerOrange,CircleYellow,Yellow,PlasterRed,EyesGreen,StarPink,StylishHairPink,SprayGreen,HappyPurple,ScarfGreen,RobotRed,BeardGreen,,TickGreen
2707,Oppa Bear Evolution Gen.2 #537,826.2673696740011,BagYellow,StarLightGreen,Brown,,EyesPink,SquareYellow,SantaRed,BlinkRed,HappyBrown,DoubleChainPink,WinterWearGreen,StarOrange V2,DevilBlue,SmileYellow V2
2711,Oppa Bear Evolution Gen.2 #351,825.211462165872,LookGreen,AbstractPink,Purple,,EyesGreen,BurnPurple,DinosaurGreen,ConeBright,SurprisedGreen,,SteamPunkRed,,MonsterEyeGreen,
2715,Oppa Bear Evolution Gen.2 #354,825.1501784203776,BalloonGreen,ThunderRed,Purple,HeartRed,EyesGreen,GreenRed,,GhostYellow,SurprisedGreen,ChainPurple,UniformDressOrange,,,ShieldPink
2719,Oppa Bear Evolution Gen.2 #150,824.5870849150915,WordBlue,BurnBlue,White,WirePurple,EyesPink,RazorRed,MarioCapRed,StarButtonBlue,Upset,DoraemonRed,HoodieYellow,,,
2723,Oppa Bear Evolution Gen.2 #61,823.7349536467874,SkateboardBlue,VenomRed,Green,EarsPurple,EyesGreen,BeamGreen,TopRed,IceCreamGreen,Lovely,TieGreen,SuitGreen V2,,,HappySoulPurple
2727,Oppa Bear Evolution Gen.2 #834,823.3194796173522,QuestionYellow,AbstractBlue,Grey,HeadPhoneGreen,EyesPink,StarPink,BagYellow,Button,NormalBlue,,HoodieYellow,,SmallPetPink,
2731,Oppa Bear Evolution Gen.2 #999,822.6711601457478,RocketPink,PunkRed,Pink,,EyesRed,RadarRed,RainbowPurple,TopBlue,Upset,Bitcoin,WearPurple,,SunflowerRed,
2735,Oppa Bear Evolution Gen.2 #473,822.6417163477076,BrokenWingPink,FuturisticPurple,Green,,EyesRed,BeamYellow,DinosaurGreen,ConeMix,ExcitedBlack,BagBlue,SuitRed V2,,GameoverBlue,
2739,Oppa Bear Evolution Gen.2 #762,821.537017393958,BackpackRed,MixPurple,Brown,HeartYellow,EyesRed,RazorGreen,,CanGreen,ExcitedPink,DoubleChainPurple,ScottBlue,SnotBlue,BearPurple,
2742,Oppa Bear Evolution Gen.2 #676,820.7440313823292,,StarLightGreen,Yellow,JapanTagBlue,EyesGreen,RazorGreen,,BlinkOrange,SurprisedPurple,SoulChainGreen,UniformDressOrange,SweatGreen,SmallPetGreen,AliveYellow
2746,Oppa Bear Evolution Gen.2 #786,820.3594159977139,BacktroopYellow,ThunderBlue,Pink,RingBlue V2,EyesGreen,LoopOrange,HelicopterPurple,HeartPink,Lovely,DoraemonPurple,SuitPurple V2,,BananaGreen,
2750,Oppa Bear Evolution Gen.2 #931,817.834166891759,BulbPink,FuturisticPurple,Yellow,HeadPhonePurple,EyesPink,PirateBlindRed,,ButterflyPink,SurprisedGreen,StarChainGreen,SportsWearGreen,,RoundYellow,
2754,Oppa Bear Evolution Gen.2 #52,817.2560239072528,SunflowerPurple,VenomPurple,Brown,PaintGreen,EyesGreen,GreenPurple,BoaterGreen,SprayPurple,HappyBrown,,HoodieYellow,MiniHeartGreen,BananaYellow,
2758,Oppa Bear Evolution Gen.2 #271,816.351300002173,,CirclePurple,Purple,RingPink V2,EyesGreen,WingPurple,BoaterGreen,ConeMix,NormalBlue,,AstronautGreen,,GameoverRed,HappySoulPink
2762,Oppa Bear Evolution Gen.2 #294,815.4394572592106,Sword,StarLightPurple,Blue,EarringsBlue,EyesGreen,RedBlue V2,SantaPurple,LittleGhost,NormalPurple,SoulChainGreen,UniformDressPurple,BeardPurple,StarGreen,
2766,Oppa Bear Evolution Gen.2 #896,814.1432863372387,WingBlue,TonePink,Brown,,EyesRed,CoolRed,HelicopterRed,CaptainRed,HappyPurple,,DressGreen,,24TagPurple,MilkYellow
2770,Oppa Bear Evolution Gen.2 #701,813.2739604280915,BombBlue,PunkRed,Grey,HeartRed,EyesRed,,HiphopRed V2,StarButtonYellow,NormalPurple,SoulChainYellow,UniformPurple,PlasterPink,SunflowerYellow,
2774,Oppa Bear Evolution Gen.2 #326,813.0494827950545,BulbPurple,AbstractRed,Blue,StarRingPurple,EyesPink,,RainbowRed,JoyStick,HappyGreen,,AstronautPurple,,DevilBlue,RabbitPurple
2778,Oppa Bear Evolution Gen.2 #883,811.1990674256007,,StarRed,Brown,PlasterBlue V2,EyesGreen,PirateBlindPurple,,CanBlue,RainbowUpset,,UniformPurple,StarOrange V2,BananaPurple,
2781,Oppa Bear Evolution Gen.2 #429,810.9669167301438,SicklePink,MixGreen,Green,,EyesGreen,YellowPurple V2,BagRed,MushroomPurple,HappyPurple,DoubleChainGreen,TuxedoBlue,,SmallPetPink,VenomPurple
2785,Oppa Bear Evolution Gen.2 #228,810.5039711785187,BagPink,BoomBlue,Purple,AirHeadGreen,EyesPink,AngryBlue,,CloudBlue,Scary,ShawlBrown,HoodieYellow,Shy,,CoolConeGreen
2789,Oppa Bear Evolution Gen.2 #751,809.7880597239476,CannonRed,AbstractPink,Brown,,EyesRed,HeartBlue,CapPink,JoyStick,HappyPurple,SoulChainYellow,TuxedoPurple,StarBlue V2,BearBlue,
2793,Oppa Bear Evolution Gen.2 #334,809.5136127897555,SicklePink,AbstractRed,Green,RingLightGreen,EyesPink,RainbowGreen,HairPink,LipRed,HappyBrown,ShawlGreen,PirateKingYellow,,GameoverPurple,
2797,Oppa Bear Evolution Gen.2 #983,809.1800747445955,SunflowerYellow,AbstractPink,White,,EyesGreen,RadarRed,HairYellow V2,PooGreen,HappyGreen,,SpaceShiftPurple,,24TagOrange,BearPurple
2801,Oppa Bear Evolution Gen.2 #198,808.204696474695,BacktroopBlue,PunkRed,Grey,,EyesPink,HeartPink,BandBlue,MushroomPink,Upset,,TuxedoBlue,,BananaYellow,BalloonPink
2805,Oppa Bear Evolution Gen.2 #213,807.8433609976245,SicklePink,AbstractPink,Blue,EarringsPurple,EyesPink,GreenPurple,,HeartRed,Upset,ShawlBrown,SteamPunkRed,Stitches,,FoxOrange
2809,Oppa Bear Evolution Gen.2 #859,806.9479727731336,,GrainPurple,Blue,,EyesRed,SquareYellow,RingBlue,BirdYellow,HappyBrown,,RobotBlue,NoseRingBlue,MicPurple,FaceYellow
2813,Oppa Bear Evolution Gen.2 #13,806.073959670004,SunflowerOrange,VenomGreen,Green,,EyesGreen,XO,,OPPink,ExcitedPink,,AstronautGreen,NoseRingYellow,HappyBluish GreenCat,TickGreen
2817,Oppa Bear Evolution Gen.2 #430,804.5189179623142,,PunkGreen,Brown,PlasterBlue V2,EyesPink,ScubaRed,BagRed,PooGreen,NormalPurple,,ScottBlue,SweatYellow,MonsterEyeGreen,
2821,Oppa Bear Evolution Gen.2 #442,803.9261614734692,,PunkRed,Purple,IronMaskGreen,EyesGreen,RainbowGreen,StylishHairPink,OPPurple,Lovely,TieBlue,SportsWearGreen,,,ButtonPink
2824,Oppa Bear Evolution Gen.2 #118,803.9046638809491,BackpackBlue,VenomGreen,White,CherryPink,EyesGreen,PirateBlindPurple,,BombRed,HappyGreen,DoraemonRed,UniformDressPink,,,StarPurple
2828,Oppa Bear Evolution Gen.2 #694,803.753320203481,SkateboardBlue,CircleYellow,Blue,RingYellow V2,EyesRed,RazorGreen,,MoonGreen,ExcitedPink,DiamondBlue,MarioRed,BeardPurple,BlowBlue,SprayBlue
2832,Oppa Bear Evolution Gen.2 #785,802.3981406516585,BagYellow,GrainGreen,Grey,,EyesPink,GreenRed,MarioCapRed,BlinkRed,HappyBrown,,HoodieYellow,StarRed,,FlowerYellow
2836,Oppa Bear Evolution Gen.2 #72,801.6194726877981,TagBlue,AbstractBlue,Green,TurtleRed,EyesPink,RazorGreen,,SoulOrange,HappyPurple,,TuxedoPurple,Plaster,,FaceOrange
2840,Oppa Bear Evolution Gen.2 #950,800.5312371110692,WordOrange,GrainYellow,Sky Blue,PlasterPink V2,EyesRed,,RingOrange,TopPink,SurprisedGreen,,ScotPink,OppaPlaster,GameoverRed,FacePink
2844,Oppa Bear Evolution Gen.2 #130,800.3114901388337,SkateboardBlue,HeartPurple,Purple,HeadPhoneGreen,EyesGreen,SquareBlue,,BearBlue,NormalBlue,HeartRed,ScottGreen,,GhostPurple,
2848,Oppa Bear Evolution Gen.2 #328,800.029481773519,,StarLightYellow,White,KeyOrange,EyesRed,SmartPink,RainbowRed,GhostYellow,Scary,ChainRed,DressGreen,StarBlue V2,,TickYellow
2852,Oppa Bear Evolution Gen.2 #739,799.103123557211,,LineBlue,Sky Blue,CherryPink,EyesGreen,BurnOrange,HeadBandPink,ButterflyBlue,ExcitedBlack,TiePurple,UniformBlue,,RocketPurple,TickRed
2856,Oppa Bear Evolution Gen.2 #823,799.0352503499373,,SmokePurple,Green,HornBlue,EyesRed,,Farmer,NinjaGreen,Scary,,SteamPunkRed,MoustacheBlue,MushroomPurple,
2860,Oppa Bear Evolution Gen.2 #323,798.669251891505,,BurnPink,Grey,HeartPurple,EyesGreen,,TurbineBlue,TopBlue,HappyBrown,,WinterWearPurple,JellyGreen,BearPurple,RabbitYellow
2863,Oppa Bear Evolution Gen.2 #373,798.330073859182,CannonOrange,SmokePurple,Blue,EarsPurple,EyesRed,RazorRed,BoaterYellow,SprayOrange,HappyPurple,DoraemonBlue,SuitRed V2,,,Plug
2867,Oppa Bear Evolution Gen.2 #412,798.2988295253627,,SmokeGreen,Pink,CuteGhost,EyesGreen,AngryRed,PunkBlue,TopBlue,NormalPurple,,ScottGreen,MoustacheBlue,BoneRed,
2871,Oppa Bear Evolution Gen.2 #411,797.3476732910696,SunflowerPurple,VenomRed,Pink,BowPurple,EyesPink,RazorGreen,,SoulPink,Scary,,AstronautPurple,MiniHeartPink,,OppaTagYellow
2875,Oppa Bear Evolution Gen.2 #401,796.2218665229066,RabbitOrange,SmokeGreen,Grey,,EyesRed,BeamBlue,HiphopRed V2,MoonYellow,NormalBlue,,HoodieBlue,,GhostBlue,BearPurple
2879,Oppa Bear Evolution Gen.2 #540,792.2164570777637,,CircleGreen,Grey,RingYellow V2,EyesPink,SleepGreen,,ConeBright,HappyGreen,ShawlRed,SuitBlue,SweatBlue,24TagPurple,FoxBlue
2883,Oppa Bear Evolution Gen.2 #29,790.1931828881109,SignRed,AbstractPink,White,KeyYellow,EyesRed,,,LollipopRed,HappyGreen,,SuitPink,SweatYellow,24TagGreen,SmilePink V2
2887,Oppa Bear Evolution Gen.2 #554,788.8009744392723,BalloonPink,HeartBlue,Yellow,,EyesGreen,GreenRed,,RazorGunYellow,NormalGreen,DoraemonPurple,JacketBlue,,,AliveBlue
2891,Oppa Bear Evolution Gen.2 #199,787.4397158024669,,VenomRed,Brown,PlasterRed,EyesPink,BurnOrange,BandYellow,IceCreamGreen,NormalBlue,ChainRed,HoodiePink,CatFootPink,,MilkYellow
2895,Oppa Bear Evolution Gen.2 #703,787.2254310726842,SicklePink,DropGreen,Brown,HornPurple,EyesGreen,RedBlue,BurnGreen,PooBlue,HappyGreen,ChainPurple,JacketYellow,,,SprayRed
2899,Oppa Bear Evolution Gen.2 #122,787.1582580151985,MusicPurple,AbstractRed,Sky Blue,,EyesRed,BurnOrange,,LipBlue,Scary,,ScotPink,Whiskers,,SprayBlue
2903,Oppa Bear Evolution Gen.2 #519,785.6138282865164,BagBlue,HeartBlue,White,,EyesPink,CoolRed,,GhostYellow,HappyGreen,DiamondRed,WearLightGreen,JellyPink,,FaceYellow
2906,Oppa Bear Evolution Gen.2 #658,784.8397236544106,SkateboardBlue,BurnPink,Green,,EyesRed,RazorBlue,DinosaurBlue,ConeMix,NormalGreen,,ScotPink,ScarRed,,FaceYellow
2910,Oppa Bear Evolution Gen.2 #699,784.5992226670305,,StarPurple,Blue,BowPurple,EyesRed,SmartYellow,PunkPink,MushroomPink,Upset,,SuitRed V2,,HappyGreenCat,RabbitPink
2914,Oppa Bear Evolution Gen.2 #810,784.307744279577,CupPink,ShadePink,Blue,,EyesRed,,HeadBandYellow,BombPurple,Upset,TieGreen,TuxedoGreen,,MushroomOrange,RabbitPink
2918,Oppa Bear Evolution Gen.2 #800,782.005815737334,,BurnOrange,Purple,RingPurple,EyesGreen,BeamBlue,CapPurple,HeartRed,SurprisedPurple,,UniformDressPurple,NoseRingBlue,SakuraBlue,BalloonGreen
2922,Oppa Bear Evolution Gen.2 #697,777.492597810994,PizzaRed,StarLightYellow,Sky Blue,IronMaskYellow,EyesPink,,,OPOrange,HappyBrown,DoraemonPurple,MarioRed,RazorBeardYellow,AvengersPink,
2926,Oppa Bear Evolution Gen.2 #325,777.3839623602477,RingPurple,TonePurple,White,RingLightGreen,EyesGreen,EyeLine,,RadiantYellow,HappyGreen,DoraemonRed,SuitRed V2,JellyGreen,,RabbitPink
2930,Oppa Bear Evolution Gen.2 #413,772.8323061892467,,VenomRed,Yellow,,EyesRed,LoopOrange,RainbowRed,IceCreamPink,ExcitedPink,SoulChainYellow,TuxedoBlue,,CryHeartOrange,AvengersPink
2934,Oppa Bear Evolution Gen.2 #798,772.8159464668196,RabbitOrange,VenomRed,Purple,IronMaskOrange,EyesGreen,BeamRed,HornPurple,SoulBlue,NormalBlue,HeartYellow,WearPurple,,,
2938,Oppa Bear Evolution Gen.2 #272,772.7725584108563,RabbitOrange,ThunderBlue,Sky Blue,TurtleLightGreen,EyesGreen,StarBlue,TurbineRed,OPOrange,NormalPurple,,UniformBrown,,,IceCreamGreen
